"entity_id","sku","name","description","brand","category","price","currency","image_url","features","rating","tags"
"d9c3b1de-7158-5ea1-9f33-7bdaec2f0462","d9c3b1de-7158-5ea1-9f33-7bdaec2f0462","Wireless Noise-Cancelling Headphones","Premium over-ear headphones with active noise cancellation, 30-hour battery life, and Hi-Res audio support.","","Electronics","249.99","USD","https://images.unsplash.com/photo-headphones?w=800&q=80","Noise Cancelling|Bluetooth 5.3|30h Battery","None","Noise Cancelling|Bluetooth 5.3|30h Battery"
"9bda5daa-d0ba-54c8-a32f-3a3fe4dc4af8","9bda5daa-d0ba-54c8-a32f-3a3fe4dc4af8","Ultra-Slim 15"" Laptop","Lightweight laptop with 15.6"" OLED display, 16 GB RAM, 512 GB SSD, and all-day battery.","","Electronics","899.99","USD","https://images.unsplash.com/photo-laptop?w=800&q=80","OLED Display|16 GB RAM|512 GB SSD","None","OLED Display|16 GB RAM|512 GB SSD"
"343a3a17-8ccc-5ac7-939c-f4dcdc93fde8","343a3a17-8ccc-5ac7-939c-f4dcdc93fde8","Smart 4K Streaming Stick","Plug-and-play 4K HDR streaming device with voice remote and Dolby Atmos support.","","Electronics","39.99","USD","https://images.unsplash.com/photo-streaming-device?w=800&q=80","4K HDR|Voice Control|Dolby Atmos","None","4K HDR|Voice Control|Dolby Atmos"
"0a660b76-78a2-5651-ba62-bd7acce4d888","0a660b76-78a2-5651-ba62-bd7acce4d888","Portable Bluetooth Speaker","Waterproof portable speaker with 360° sound, 12-hour playtime, and built-in microphone.","","Electronics","79.99","USD","https://images.unsplash.com/photo-bluetooth-speaker?w=800&q=80","Waterproof IP67|12h Playtime|360° Sound","None","Waterproof IP67|12h Playtime|360° Sound"
"e36b95d9-8d81-5d17-a6d8-301eed1413b3","e36b95d9-8d81-5d17-a6d8-301eed1413b3","Wireless Charging Pad Duo","Dual wireless charger for phone and earbuds with Qi2 fast charging up to 15 W.","","Electronics","34.99","USD","https://images.unsplash.com/photo-wireless-charger?w=800&q=80","Qi2 Fast Charge|Dual Device|LED Indicator","None","Qi2 Fast Charge|Dual Device|LED Indicator"
"517290d8-2941-5c34-9382-7aa988f91458","517290d8-2941-5c34-9382-7aa988f91458","Smart Fitness Tracker","Advanced fitness band with heart rate monitoring, GPS, sleep tracking, and 7-day battery.","","Electronics","129.99","USD","https://images.unsplash.com/photo-fitness-tracker?w=800&q=80","Heart Rate|Built-in GPS|7-Day Battery","None","Heart Rate|Built-in GPS|7-Day Battery"
"b6af46e3-71f3-5e5a-bdff-614d84863045","b6af46e3-71f3-5e5a-bdff-614d84863045","Mechanical Gaming Keyboard","RGB mechanical keyboard with hot-swappable switches, N-key rollover, and aluminum frame.","","Electronics","119.99","USD","https://images.unsplash.com/photo-gaming-keyboard?w=800&q=80","Hot-Swap Switches|RGB Backlit|N-Key Rollover","None","Hot-Swap Switches|RGB Backlit|N-Key Rollover"
"9ead7278-719e-5e7b-9c31-f94462b3cca0","9ead7278-719e-5e7b-9c31-f94462b3cca0","USB-C Hub 8-in-1","Multiport adapter with HDMI 4K, USB-A, SD card reader, Ethernet, and 100 W pass-through charging.","","Electronics","49.99","USD","https://images.unsplash.com/photo-usb-hub?w=800&q=80","HDMI 4K|100 W PD|8 Ports","None","HDMI 4K|100 W PD|8 Ports"
"b275a1b3-9f9f-5161-bd44-d5098f9f114a","b275a1b3-9f9f-5161-bd44-d5098f9f114a","True Wireless Earbuds Pro","In-ear wireless earbuds with adaptive ANC, transparency mode, and wireless charging case.","","Electronics","179.99","USD","https://images.unsplash.com/photo-wireless-earbuds?w=800&q=80","Adaptive ANC|Wireless Case|IPX4","None","Adaptive ANC|Wireless Case|IPX4"
"7be43a7a-6ee5-5f4b-a842-b0317fb04948","7be43a7a-6ee5-5f4b-a842-b0317fb04948","Digital Drawing Tablet","10"" pen display with 8192 pressure levels, tilt support, and laminated screen.","","Electronics","199.99","USD","https://images.unsplash.com/photo-drawing-tablet?w=800&q=80","8192 Pressure Levels|Tilt Support|10"" Display","None","8192 Pressure Levels|Tilt Support|10"" Display"
"02e5da34-55fd-59a3-9db5-b7e2d5d896ef","02e5da34-55fd-59a3-9db5-b7e2d5d896ef","Merino Wool Crewneck Sweater","Classic-fit crewneck sweater in 100% extra-fine Merino wool. Machine washable.","","Clothes & Apparel","89.99","USD","https://images.unsplash.com/photo-sweater?w=800&q=80","Merino Wool|Machine Washable|Classic Fit","None","Merino Wool|Machine Washable|Classic Fit"
"faf5fb06-0165-5d08-bf07-7166c1af046f","faf5fb06-0165-5d08-bf07-7166c1af046f","Insulated Puffer Jacket","Lightweight and warm puffer jacket with recycled fill, water-resistant shell, and packable design.","","Clothes & Apparel","149.99","USD","https://images.unsplash.com/photo-puffer-jacket?w=800&q=80","Recycled Fill|Water Resistant|Packable","None","Recycled Fill|Water Resistant|Packable"
"b356fe85-789b-590c-9d26-8779b95c0897","b356fe85-789b-590c-9d26-8779b95c0897","Stretch Slim Chinos","Comfortable slim-fit chinos with 2% stretch for all-day comfort. Available in 6 colors.","","Clothes & Apparel","59.99","USD","https://images.unsplash.com/photo-chinos?w=800&q=80","2% Stretch|Slim Fit|6 Colors","None","2% Stretch|Slim Fit|6 Colors"
"852e0078-9559-5631-bf03-6eb802181eef","852e0078-9559-5631-bf03-6eb802181eef","Holiday Flannel Pajama Set","Cozy brushed cotton flannel pajama set with festive plaid pattern.","","Clothes & Apparel","44.99","USD","https://images.unsplash.com/photo-flannel-pajamas?w=800&q=80","Brushed Cotton|Button Front|Plaid Pattern","None","Brushed Cotton|Button Front|Plaid Pattern"
"c018284d-5b1b-57ea-8fb6-5831899e280a","c018284d-5b1b-57ea-8fb6-5831899e280a","Cashmere Blend Scarf","Luxuriously soft cashmere-blend scarf in timeless herringbone pattern.","","Clothes & Apparel","65.0","USD","https://images.unsplash.com/photo-scarf?w=800&q=80","Cashmere Blend|Herringbone|Unisex","None","Cashmere Blend|Herringbone|Unisex"
"641bb6cb-35fb-576b-b720-94f53bc774ff","641bb6cb-35fb-576b-b720-94f53bc774ff","Sherpa-Lined Hoodie","Heavyweight hoodie with plush sherpa lining, kangaroo pocket, and ribbed cuffs.","","Clothes & Apparel","74.99","USD","https://images.unsplash.com/photo-hoodie?w=800&q=80","Sherpa Lined|Heavyweight|Kangaroo Pocket","None","Sherpa Lined|Heavyweight|Kangaroo Pocket"
"9078a059-4764-5b60-936f-b5b93e03532b","9078a059-4764-5b60-936f-b5b93e03532b","Performance Running Tights","High-waist running tights with side pockets, reflective details, and moisture-wicking fabric.","","Clothes & Apparel","68.0","USD","https://images.unsplash.com/photo-running-tights?w=800&q=80","Moisture Wicking|Reflective|Side Pockets","None","Moisture Wicking|Reflective|Side Pockets"
"c1f03d9f-0650-5e30-b506-52602cf088c3","c1f03d9f-0650-5e30-b506-52602cf088c3","Leather Chelsea Boots","Handcrafted leather Chelsea boots with cushioned insole and durable rubber outsole.","","Clothes & Apparel","189.99","USD","https://images.unsplash.com/photo-chelsea-boots?w=800&q=80","Genuine Leather|Cushioned Insole|Rubber Sole","None","Genuine Leather|Cushioned Insole|Rubber Sole"
"2ce6f615-d5fa-5486-8c43-af2ba11519ad","2ce6f615-d5fa-5486-8c43-af2ba11519ad","Down-Fill Vest","Lightweight goose-down vest with snap pockets and elasticized armholes.","","Clothes & Apparel","99.99","USD","https://images.unsplash.com/photo-down-vest?w=800&q=80","Goose Down|Snap Pockets|Lightweight","None","Goose Down|Snap Pockets|Lightweight"
"23c29eab-a914-5e4f-a26b-f61b0f96397b","23c29eab-a914-5e4f-a26b-f61b0f96397b","Silk Tie Gift Set","Set of three premium silk ties in a presentation gift box.","","Clothes & Apparel","79.99","USD","https://images.unsplash.com/photo-silk-ties?w=800&q=80","100% Silk|Gift Box|3-Pack","None","100% Silk|Gift Box|3-Pack"
"7c519dc3-fe92-55f1-a714-dba47e1ba94d","7c519dc3-fe92-55f1-a714-dba47e1ba94d","Hawthorne Home Novara Oak Dining Table","Solid oak dining table with matte sealant finish, seating for 6, and reinforced steel underframe.","","Furniture","749.99","USD","https://images.unsplash.com/photo-oak-dining-table?w=800&q=80","Solid Oak|Seats 6|Steel Reinforcement","None","Solid Oak|Seats 6|Steel Reinforcement"
"47c02c8c-6411-5763-83f6-d1615a586175","47c02c8c-6411-5763-83f6-d1615a586175","Arden Living Luma Linen Sectional Sofa","Three-seat sectional with performance linen upholstery, high-resilience foam, and reversible chaise.","","Furniture","1199.99","USD","https://images.unsplash.com/photo-sectional-sofa?w=800&q=80","Performance Linen|Reversible Chaise|High-Resilience Foam","None","Performance Linen|Reversible Chaise|High-Resilience Foam"
"db91203b-0c03-5ccd-a15f-2e423d8cf22c","db91203b-0c03-5ccd-a15f-2e423d8cf22c","Northfield Studio Mid-Century TV Console","Walnut-veneer media console with cable management channels and soft-close storage doors.","","Furniture","429.99","USD","https://images.unsplash.com/photo-tv-console?w=800&q=80","Walnut Veneer|Cable Management|Soft-Close Doors","None","Walnut Veneer|Cable Management|Soft-Close Doors"
"1192d8d7-68ef-5660-b413-00ed4d723b0a","1192d8d7-68ef-5660-b413-00ed4d723b0a","Brentwood Sleep Haven Upholstered Bed Frame","Queen-size platform bed frame with tufted headboard, center support rail, and noise-free slats.","","Furniture","599.99","USD","https://images.unsplash.com/photo-upholstered-bed?w=800&q=80","Queen Size|Tufted Headboard|Noise-Free Slats","None","Queen Size|Tufted Headboard|Noise-Free Slats"
"613b6ace-38ac-56ad-ae4a-d629a8e22319","613b6ace-38ac-56ad-ae4a-d629a8e22319","Kensington Works Adjustable Standing Desk","Electric height-adjustable desk with dual motors, memory presets, and cable tray.","","Furniture","499.99","USD","https://images.unsplash.com/photo-standing-desk?w=800&q=80","Dual Motor|4 Memory Presets|Integrated Cable Tray","None","Dual Motor|4 Memory Presets|Integrated Cable Tray"
"98f3b28a-3fb8-5df3-85a7-418d2805181c","98f3b28a-3fb8-5df3-85a7-418d2805181c","Willow & Finch Accent Lounge Chair","Compact accent chair with kiln-dried hardwood frame and textured boucle upholstery.","","Furniture","319.99","USD","https://images.unsplash.com/photo-accent-chair?w=800&q=80","Hardwood Frame|Boucle Upholstery|Compact Footprint","None","Hardwood Frame|Boucle Upholstery|Compact Footprint"
"d27a04a8-18d0-5eb1-adb9-8dd3509681f0","d27a04a8-18d0-5eb1-adb9-8dd3509681f0","Parkline Home 6-Drawer Dresser","Modern dresser with anti-tip kit, full-extension drawers, and scratch-resistant finish.","","Furniture","389.99","USD","https://images.unsplash.com/photo-dresser?w=800&q=80","6 Drawers|Anti-Tip Kit|Scratch Resistant","None","6 Drawers|Anti-Tip Kit|Scratch Resistant"
"912b9c56-bcb7-59e1-aa27-3bcf520e284c","912b9c56-bcb7-59e1-aa27-3bcf520e284c","Orchard Lane Nesting Coffee Table Set","Two-piece nesting coffee table set in black metal and smoked glass for flexible layouts.","","Furniture","229.99","USD","https://images.unsplash.com/photo-coffee-table?w=800&q=80","2-Piece Set|Smoked Glass|Space Saving","None","2-Piece Set|Smoked Glass|Space Saving"
"3905f76b-e0b7-571d-a8fa-67f757317893","3905f76b-e0b7-571d-a8fa-67f757317893","Monroe Office Ergonomic Task Chair","Mesh-back task chair with lumbar support, synchro tilt, and 4D adjustable armrests.","","Furniture","279.99","USD","https://images.unsplash.com/photo-office-chair?w=800&q=80","Lumbar Support|Synchro Tilt|4D Armrests","None","Lumbar Support|Synchro Tilt|4D Armrests"
"7519eb50-a2c6-5d19-97fd-12549f4360a2","7519eb50-a2c6-5d19-97fd-12549f4360a2","Riverside Loft Bookshelf 5-Tier","Open-frame bookshelf with powder-coated steel, engineered wood shelves, and leveling feet.","","Furniture","189.99","USD","https://images.unsplash.com/photo-bookshelf?w=800&q=80","5 Tiers|Steel Frame|Leveling Feet","None","5 Tiers|Steel Frame|Leveling Feet"
"394d1a4c-b5e5-5397-aa88-b56668f3b06a","394d1a4c-b5e5-5397-aa88-b56668f3b06a","Cast Iron Dutch Oven 6 Qt","Enameled cast iron Dutch oven with self-basting lid. Oven safe to 500°F.","","Home & Kitchen","89.99","USD","https://images.unsplash.com/photo-dutch-oven?w=800&q=80","Enameled Cast Iron|6 Quart|Oven Safe 500°F","None","Enameled Cast Iron|6 Quart|Oven Safe 500°F"
"b2447821-08e8-53fd-9c56-a4e75120d69c","b2447821-08e8-53fd-9c56-a4e75120d69c","Smart Coffee Maker","12-cup programmable coffee maker with WiFi, brew scheduling, and thermal carafe.","","Home & Kitchen","129.99","USD","https://images.unsplash.com/photo-coffee-maker?w=800&q=80","WiFi Connected|Thermal Carafe|12-Cup","None","WiFi Connected|Thermal Carafe|12-Cup"
"bb97fc14-0747-565c-aeb3-ab82e4947929","bb97fc14-0747-565c-aeb3-ab82e4947929","Scented Candle Gift Set","Set of four hand-poured soy candles in seasonal fragrances: Pine, Cinnamon, Vanilla, and Cranberry.","","Home & Kitchen","42.99","USD","https://images.unsplash.com/photo-candle-set?w=800&q=80","Soy Wax|4-Pack|40h Burn Time","None","Soy Wax|4-Pack|40h Burn Time"
"516dded2-f36c-5c40-a2c6-e2403f7733da","516dded2-f36c-5c40-a2c6-e2403f7733da","Cotton Waffle Throw Blanket","Oversized waffle-knit throw in organic cotton. 60"" × 80"".","","Home & Kitchen","54.99","USD","https://images.unsplash.com/photo-throw-blanket?w=800&q=80","Organic Cotton|60×80""|Waffle Knit","None","Organic Cotton|60×80""|Waffle Knit"
"de34cd4a-814b-539e-90bf-1bcc7329ddbc","de34cd4a-814b-539e-90bf-1bcc7329ddbc","Air Fryer 5.8 Qt","Digital air fryer with 8 presets, non-stick basket, and rapid air circulation.","","Home & Kitchen","79.99","USD","https://images.unsplash.com/photo-air-fryer?w=800&q=80","5.8 Quart|8 Presets|Non-Stick","None","5.8 Quart|8 Presets|Non-Stick"
"920933e7-29bc-5a6c-974b-c7b95700f4bb","920933e7-29bc-5a6c-974b-c7b95700f4bb","Bamboo Cutting Board Set","Three-piece bamboo cutting board set with juice grooves and easy-grip handles.","","Home & Kitchen","29.99","USD","https://images.unsplash.com/photo-cutting-boards?w=800&q=80","Bamboo|3-Piece Set|Juice Grooves","None","Bamboo|3-Piece Set|Juice Grooves"
"2978cf1e-24ef-53a3-998e-251f0f9dd55e","2978cf1e-24ef-53a3-998e-251f0f9dd55e","Stand Mixer 5 Qt","Tilt-head stand mixer with 10 speeds, stainless steel bowl, and three attachments.","","Home & Kitchen","299.99","USD","https://images.unsplash.com/photo-stand-mixer?w=800&q=80","10 Speeds|5 Quart|3 Attachments","None","10 Speeds|5 Quart|3 Attachments"
"d6d3a57a-1f2f-5d6f-a7bf-28ae3cde7ecc","d6d3a57a-1f2f-5d6f-a7bf-28ae3cde7ecc","Ceramic Dinnerware Set 16-Piece","Modern stoneware dinnerware set for 4. Microwave and dishwasher safe.","","Home & Kitchen","69.99","USD","https://images.unsplash.com/photo-dinnerware?w=800&q=80","Stoneware|16-Piece|Dishwasher Safe","None","Stoneware|16-Piece|Dishwasher Safe"
"32d832d2-1cae-5119-8799-e615171ea5c5","32d832d2-1cae-5119-8799-e615171ea5c5","Smart LED Light Strip 16 ft","WiFi-enabled RGB LED strip with music sync, voice control, and app scheduling.","","Home & Kitchen","24.99","USD","https://images.unsplash.com/photo-led-strip?w=800&q=80","16 ft|Music Sync|Voice Control","None","16 ft|Music Sync|Voice Control"
"0bea2a02-b347-5f04-8a4c-ed72aa92a6fd","0bea2a02-b347-5f04-8a4c-ed72aa92a6fd","Essential Oil Diffuser","Ultrasonic aromatherapy diffuser with 7 LED colors and 300 ml tank.","","Home & Kitchen","34.99","USD","https://images.unsplash.com/photo-diffuser?w=800&q=80","Ultrasonic|300 ml|7 LED Colors","None","Ultrasonic|300 ml|7 LED Colors"
"57c3a26e-fd14-5f3f-824e-183599ab15e3","57c3a26e-fd14-5f3f-824e-183599ab15e3","Building Block Castle Set","1,200-piece medieval castle building set with 8 minifigures and working drawbridge.","","Toys & Games","69.99","USD","https://images.unsplash.com/photo-building-blocks?w=800&q=80","1200 Pieces|8 Minifigures|Ages 8+","None","1200 Pieces|8 Minifigures|Ages 8+"
"d3e2e1b7-6a69-5795-936f-5ed90230c48a","d3e2e1b7-6a69-5795-936f-5ed90230c48a","Remote Control Monster Truck","1:16 scale RC monster truck with 4WD, 2.4 GHz remote, and rechargeable battery.","","Toys & Games","44.99","USD","https://images.unsplash.com/photo-rc-truck?w=800&q=80","1:16 Scale|4WD|2.4 GHz","None","1:16 Scale|4WD|2.4 GHz"
"e1f9c10f-fde1-5dec-b845-a36fe29f3c77","e1f9c10f-fde1-5dec-b845-a36fe29f3c77","Strategy Board Game Collection","Family game night bundle with three award-winning strategy board games.","","Toys & Games","54.99","USD","https://images.unsplash.com/photo-board-games?w=800&q=80","3 Games|2-6 Players|Ages 10+","None","3 Games|2-6 Players|Ages 10+"
"a95d5588-01af-538d-b2f1-51d8e0b547e5","a95d5588-01af-538d-b2f1-51d8e0b547e5","Interactive Coding Robot","Programmable robot toy that teaches coding through play. Compatible with block-based coding app.","","Toys & Games","79.99","USD","https://images.unsplash.com/photo-coding-robot?w=800&q=80","App Compatible|STEM Learning|Ages 6+","None","App Compatible|STEM Learning|Ages 6+"
"c2783319-1ea8-509e-a625-9493d45fe11a","c2783319-1ea8-509e-a625-9493d45fe11a","1000-Piece Jigsaw Puzzle","Holiday winter landscape 1000-piece jigsaw puzzle with poster guide.","","Toys & Games","19.99","USD","https://images.unsplash.com/photo-jigsaw-puzzle?w=800&q=80","1000 Pieces|Poster Guide|Winter Theme","None","1000 Pieces|Poster Guide|Winter Theme"
"b3df9ece-5940-5393-8b90-11707fcd9c14","b3df9ece-5940-5393-8b90-11707fcd9c14","Wooden Train Set 100-Piece","Classic wooden railway set with tracks, bridges, trains, and town accessories.","","Toys & Games","49.99","USD","https://images.unsplash.com/photo-train-set?w=800&q=80","100 Pieces|Real Wood|Ages 3+","None","100 Pieces|Real Wood|Ages 3+"
"517c7663-59dd-5bde-bb0f-59c2e70872a9","517c7663-59dd-5bde-bb0f-59c2e70872a9","Art Supply Kit Deluxe","150-piece art kit with colored pencils, markers, watercolors, and carry case.","","Toys & Games","34.99","USD","https://images.unsplash.com/photo-art-kit?w=800&q=80","150 Pieces|Carry Case|All Media","None","150 Pieces|Carry Case|All Media"
"1c628ba6-981e-5a61-82e0-4b752cb31c52","1c628ba6-981e-5a61-82e0-4b752cb31c52","Outdoor Adventure Binoculars","Kid-friendly 8×21 binoculars with rubber grip, neck strap, and carry pouch.","","Toys & Games","24.99","USD","https://images.unsplash.com/photo-kids-binoculars?w=800&q=80","8×21 Zoom|Rubber Grip|Carry Pouch","None","8×21 Zoom|Rubber Grip|Carry Pouch"
"f78735aa-bdf0-5d29-8884-1ed4a7fff0e5","f78735aa-bdf0-5d29-8884-1ed4a7fff0e5","Plush Stuffed Animal Collection","Set of three ultra-soft plush animals: bear, bunny, and fox. 12"" each.","","Toys & Games","29.99","USD","https://images.unsplash.com/photo-plush-animals?w=800&q=80","3-Pack|Ultra Soft|12"" Each","None","3-Pack|Ultra Soft|12"" Each"
"82d0c4e2-0c79-552f-a6fb-9850d089f04c","82d0c4e2-0c79-552f-a6fb-9850d089f04c","Science Experiment Kit","Over 30 science experiments covering chemistry, physics, and biology for young scientists.","","Toys & Games","39.99","USD","https://images.unsplash.com/photo-science-kit?w=800&q=80","30+ Experiments|Lab Manual|Ages 8+","None","30+ Experiments|Lab Manual|Ages 8+"
"a37ea5f7-2018-5b0d-b600-1dde13c6e39c","a37ea5f7-2018-5b0d-b600-1dde13c6e39c","Insulated Stainless Steel Water Bottle","32 oz vacuum-insulated bottle that keeps drinks cold 24 h or hot 12 h.","","Sports & Outdoors","29.99","USD","https://images.unsplash.com/photo-water-bottle?w=800&q=80","32 oz|Vacuum Insulated|BPA Free","None","32 oz|Vacuum Insulated|BPA Free"
"641e4217-e878-5a99-9d03-009d516cf687","641e4217-e878-5a99-9d03-009d516cf687","Yoga Mat Premium 6 mm","Non-slip TPE yoga mat with alignment lines and carrying strap.","","Sports & Outdoors","39.99","USD","https://images.unsplash.com/photo-yoga-mat?w=800&q=80","6 mm Thick|Non-Slip TPE|Alignment Lines","None","6 mm Thick|Non-Slip TPE|Alignment Lines"
"9fa9fc1a-b477-54f0-b013-e9579412c19d","9fa9fc1a-b477-54f0-b013-e9579412c19d","Adjustable Dumbbell Set","Pair of adjustable dumbbells from 5 to 25 lb each with quick-lock mechanism.","","Sports & Outdoors","199.99","USD","https://images.unsplash.com/photo-dumbbells?w=800&q=80","5-25 lb|Quick-Lock|Pair","None","5-25 lb|Quick-Lock|Pair"
"a017e9e7-6fa6-57d8-b884-4cf4da2dddfa","a017e9e7-6fa6-57d8-b884-4cf4da2dddfa","Winter Ski Goggles","Anti-fog dual-lens ski goggles with UV400 protection and OTG design for glasses.","","Sports & Outdoors","59.99","USD","https://images.unsplash.com/photo-ski-goggles?w=800&q=80","Anti-Fog|UV400|OTG Compatible","None","Anti-Fog|UV400|OTG Compatible"
